,last_reported,station_id,Available bikes,Mechanical bikes,Ebike,weekday,name,physical_configuration,lat,lon,altitude,address,post_code,capacity,Latlon,Barri,Districte,Municipi
908,2020-01-10,35,13.29513888888889,13.034722222222221,0.2604166666666667,Friday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
909,2020-01-11,35,20.477351916376307,18.43205574912892,2.0452961672473866,Saturday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
910,2020-01-12,35,11.85763888888889,10.04861111111111,1.8090277777777777,Sunday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
911,2020-01-13,35,9.791666666666666,9.229166666666666,0.5625,Monday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
912,2020-01-14,35,16.09375,15.197916666666666,0.8958333333333334,Tuesday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
913,2020-01-15,35,12.70486111111111,12.10763888888889,0.5972222222222222,Wednesday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
914,2020-01-16,35,13.965277777777779,13.090277777777779,0.875,Thursday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
915,2020-01-17,35,8.534722222222221,7.392361111111111,1.1423611111111112,Friday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
916,2020-01-18,35,14.17361111111111,12.79513888888889,1.3784722222222223,Saturday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
917,2020-01-19,35,15.98611111111111,14.784722222222221,1.2013888888888888,Sunday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
918,2020-01-20,35,15.42361111111111,15.211805555555555,0.21180555555555555,Monday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
919,2020-01-21,35,4.399305555555555,4.399305555555555,0.0,Tuesday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
920,2020-01-22,35,10.385416666666666,9.600694444444445,0.7847222222222222,Wednesday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
921,2020-01-23,35,11.284722222222221,14.621527777777779,1.4479166666666667,Thursday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
922,2020-01-24,35,16.860627177700348,16.209059233449477,0.6515679442508711,Friday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
923,2020-01-27,35,19.28205128205128,18.871794871794872,0.41025641025641024,Monday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
924,2020-01-28,35,15.413194444444445,15.055555555555555,0.3576388888888889,Tuesday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
925,2020-01-29,35,8.760416666666666,7.944444444444445,0.8159722222222222,Wednesday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
926,2020-01-30,35,12.03125,11.17013888888889,0.8611111111111112,Thursday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
927,2020-01-31,35,8.867595818815332,7.944250871080139,0.9233449477351916,Friday,"C/ SANT RAMON DE PENYAFORT, 1",ELECTRICBIKESTATION,41.413483299999996,2.2206912999999995,5,"C/ SANT RAMON DE PENYAFORT, 1",8930,43,"41.413483299999996,2.2206912999999995",el Besòs i el Maresme,Sant Martí,Sant Adrià de Besòs
928,2020-01-01,36,6.434027777777778,5.784722222222222,0.6493055555555556,Wednesday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
929,2020-01-02,36,13.152777777777779,12.427083333333334,0.7256944444444444,Thursday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
930,2020-01-03,36,15.04861111111111,14.760416666666666,0.2881944444444444,Friday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
931,2020-01-04,36,11.104166666666666,10.48263888888889,0.6215277777777778,Saturday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
932,2020-01-05,36,2.1834170854271355,2.108040201005025,0.07537688442211055,Sunday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
933,2020-01-06,36,8.870786516853933,8.219101123595506,0.6629213483146067,Monday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
934,2020-01-07,36,15.222222222222221,14.760416666666666,0.4618055555555556,Tuesday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
935,2020-01-08,36,15.439024390243903,15.006968641114982,0.43205574912891986,Wednesday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
936,2020-01-09,36,16.46020761245675,16.02076124567474,0.43944636678200694,Thursday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
937,2020-01-10,36,6.260416666666667,5.930555555555555,0.3298611111111111,Friday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
938,2020-01-11,36,17.097560975609756,16.578397212543553,0.519163763066202,Saturday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
939,2020-01-12,36,16.48611111111111,16.04861111111111,0.4375,Sunday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
940,2020-01-13,36,11.229166666666666,10.684027777777779,0.5451388888888888,Monday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
941,2020-01-14,36,15.45138888888889,14.88888888888889,0.5625,Tuesday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
942,2020-01-15,36,13.4375,12.840277777777779,0.5972222222222222,Wednesday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
943,2020-01-16,36,14.156794425087108,13.560975609756097,0.5958188153310104,Thursday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
944,2020-01-17,36,15.940972222222221,15.36111111111111,0.5798611111111112,Friday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
945,2020-01-18,36,12.698961937716263,12.186851211072664,0.5121107266435986,Saturday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
946,2020-01-19,36,15.065972222222221,14.51736111111111,0.5486111111111112,Sunday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
947,2020-01-20,36,12.725694444444445,12.246527777777779,0.4791666666666667,Monday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
948,2020-01-21,36,13.131944444444445,11.375,1.7569444444444444,Tuesday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
949,2020-01-22,36,8.95138888888889,8.29513888888889,0.65625,Wednesday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
950,2020-01-23,36,10.472222222222221,10.177083333333334,0.2951388888888889,Thursday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
951,2020-01-24,36,16.35191637630662,15.794425087108014,0.5574912891986062,Friday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
952,2020-01-27,36,12.95897435897436,12.543589743589743,0.4153846153846154,Monday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
953,2020-01-28,36,10.354166666666666,10.027777777777779,0.3263888888888889,Tuesday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
954,2020-01-29,36,15.555555555555555,15.29861111111111,0.2569444444444444,Wednesday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
955,2020-01-30,36,11.39236111111111,11.055555555555555,0.3368055555555556,Thursday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
956,2020-01-31,36,11.097560975609756,10.400696864111499,0.6968641114982579,Friday,"AV. DE LA CATEDRAL, 6",ELECTRICBIKESTATION,41.38506160000001,2.1766834,8,"AV. DE LA CATEDRAL, 6",8002,21,"41.38506160000001,2.1766834",el Gòtic,Ciutat Vella,Barcelona
957,2020-01-01,37,7.847222222222222,7.815972222222222,0.03125,Wednesday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
958,2020-01-02,37,7.052083333333333,7.027777777777778,0.024305555555555556,Thursday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
959,2020-01-03,37,7.402777777777778,7.208333333333333,0.19444444444444445,Friday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
960,2020-01-04,37,15.76736111111111,15.347222222222221,0.4201388888888889,Saturday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
961,2020-01-05,37,1.8733850129198966,1.8087855297157622,0.06459948320413436,Sunday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
962,2020-01-06,37,1.8465608465608465,1.7354497354497354,0.1111111111111111,Monday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
963,2020-01-07,37,2.6145833333333335,2.6145833333333335,0.0,Tuesday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
964,2020-01-08,37,15.913194444444445,15.788194444444445,0.125,Wednesday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
965,2020-01-09,37,22.729166666666668,22.5625,0.16666666666666666,Thursday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
966,2020-01-10,37,15.461805555555555,15.305555555555555,0.15625,Friday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
967,2020-01-11,37,22.581881533101047,22.48780487804878,0.09407665505226481,Saturday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
968,2020-01-12,37,22.354166666666668,22.24652777777778,0.1076388888888889,Sunday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
969,2020-01-13,37,20.25347222222222,20.149305555555557,0.10416666666666667,Monday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
970,2020-01-14,37,22.09722222222222,21.92013888888889,0.17708333333333334,Tuesday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
971,2020-01-15,37,22.5,22.395833333333332,0.10416666666666667,Wednesday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
972,2020-01-16,37,21.993055555555557,21.854166666666668,0.1388888888888889,Thursday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
973,2020-01-17,37,22.37152777777778,22.322916666666668,0.04861111111111111,Friday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
974,2020-01-18,37,19.07638888888889,18.92013888888889,0.15625,Saturday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
975,2020-01-19,37,13.28125,13.1875,0.09375,Sunday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
976,2020-01-20,37,18.541666666666668,18.20486111111111,0.3368055555555556,Monday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
977,2020-01-21,37,8.735191637630662,7.790940766550523,0.9442508710801394,Tuesday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
978,2020-01-22,37,10.065972222222221,9.96875,0.09722222222222222,Wednesday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
979,2020-01-23,37,17.52249134948097,17.439446366782008,0.08304498269896193,Thursday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
980,2020-01-24,37,19.898954703832754,19.81533101045296,0.08362369337979095,Friday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
981,2020-01-27,37,21.45128205128205,21.328205128205127,0.12307692307692308,Monday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
982,2020-01-28,37,21.177083333333332,21.05902777777778,0.11805555555555555,Tuesday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
983,2020-01-29,37,21.23263888888889,21.166666666666668,0.06597222222222222,Wednesday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
984,2020-01-30,37,10.78125,10.586805555555555,0.19444444444444445,Thursday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
985,2020-01-31,37,13.480836236933797,13.282229965156795,0.1986062717770035,Friday,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA",ELECTRICBIKESTATION,41.381275,2.1818962,4,"PL. ANTONIO LÓPEZ (CORREUS, VIA LAIETANA)",8002,24,"41.381275,2.1818962",Santa Caterina i la Ribera,Ciutat Vella,Barcelona
986,2020-01-01,39,33.68402777777778,32.99305555555556,0.6909722222222222,Wednesday,PL. PAU VILA (D),ELECTRICBIKESTATION,41.381046000000005,2.1865759999999996,4,PL. PAU VILA (D),8039,44,"41.381046000000005,2.1865759999999996",la Barceloneta,Ciutat Vella,Barcelona
987,2020-01-02,39,24.114583333333332,23.427083333333332,0.6875,Thursday,PL. PAU VILA (D),ELECTRICBIKESTATION,41.381046000000005,2.1865759999999996,4,PL. PAU VILA (D),8039,44,"41.381046000000005,2.1865759999999996",la Barceloneta,Ciutat Vella,Barcelona
988,2020-01-03,39,24.569444444444443,23.96527777777778,0.6041666666666666,Friday,PL. PAU VILA (D),ELECTRICBIKESTATION,41.381046000000005,2.1865759999999996,4,PL. PAU VILA (D),8039,44,"41.381046000000005,2.1865759999999996",la Barceloneta,Ciutat Vella,Barcelona
989,2020-01-04,39,23.864583333333332,23.03125,0.8333333333333334,Saturday,PL. PAU VILA (D),ELECTRICBIKESTATION,41.381046000000005,2.1865759999999996,4,PL. PAU VILA (D),8039,44,"41.381046000000005,2.1865759999999996",la Barceloneta,Ciutat Vella,Barcelona
990,2020-01-05,39,31.49652777777778,31.041666666666668,0.4548611111111111,Sunday,PL. PAU VILA (D),ELECTRICBIKESTATION,41.381046000000005,2.1865759999999996,4,PL. PAU VILA (D),8039,44,"41.381046000000005,2.1865759999999996",la Barceloneta,Ciutat Vella,Barcelona
